"fecha";"std";"Prof";"sitio";"Lectura_std"
"2018-01-31";"729";"p60cm";"S12";0,781
"2018-01-31";"729";"p80cm";"S12";0,694
"2018-01-31";"729";"p100cm";"S12";0,742
"2018-02-07";"736";"p20cm";"S12";0,484
"2018-02-07";"736";"p40cm";"S12";0,868
"2018-02-07";"736";"p60cm";"S12";0,76
"2018-02-07";"736";"p80cm";"S12";0,639
"2018-02-07";"736";"p100cm";"S12";0,624
"2018-02-14";"726";"p20cm";"S12";0,645
"2018-02-14";"726";"p40cm";"S12";0,96
"2018-02-14";"726";"p60cm";"S12";0,755
"2018-02-14";"726";"p80cm";"S12";0,64
"2018-02-14";"726";"p100cm";"S12";0,631
"2018-02-21";"753";"p20cm";"S12";0,632
"2018-02-21";"753";"p40cm";"S12";0,871
"2018-02-21";"753";"p60cm";"S12";0,693
"2018-02-21";"753";"p80cm";"S12";0,558
"2018-02-21";"753";"p100cm";"S12";0,551
"2018-02-27";"730";"p20cm";"S12";0,485
"2018-02-27";"730";"p40cm";"S12";0,882
"2018-02-27";"730";"p60cm";"S12";0,707
"2018-02-27";"730";"p80cm";"S12";0,584
"2018-02-27";"730";"p100cm";"S12";0,563
"2018-03-07";"733";"p20cm";"S12";0,692
"2018-03-07";"733";"p40cm";"S12";0,864
"2018-03-07";"733";"p60cm";"S12";0,644
"2018-03-07";"733";"p80cm";"S12";0,542
"2018-03-07";"733";"p100cm";"S12";0,547
"2018-03-14";"735";"p20cm";"S12";0,604
"2018-03-14";"735";"p40cm";"S12";0,868
"2018-03-14";"735";"p60cm";"S12";0,69
"2018-03-14";"735";"p80cm";"S12";0,55
"2018-03-14";"735";"p100cm";"S12";0,527
"2018-03-21";"725";"p20cm";"S12";0,753
"2018-03-21";"725";"p40cm";"S12";0,926
"2018-03-21";"725";"p60cm";"S12";0,72
"2018-03-21";"725";"p80cm";"S12";0,567
"2018-03-21";"725";"p100cm";"S12";0,543
"2018-03-28";"734";"p20cm";"S12";0,625
"2018-03-28";"734";"p40cm";"S12";0,917
"2018-03-28";"734";"p60cm";"S12";0,698
"2018-03-28";"734";"p80cm";"S12";0,58
"2018-03-28";"734";"p100cm";"S12";0,55
"2018-04-04";"749";"p20cm";"S12";0,538
"2018-04-04";"749";"p40cm";"S12";0,891
"2018-04-04";"749";"p60cm";"S12";0,669
"2018-04-04";"749";"p80cm";"S12";0,53
"2018-04-04";"749";"p100cm";"S12";0,53
"2018-04-13";"748";"p20cm";"S12";0,818
"2018-04-13";"748";"p40cm";"S12";0,984
"2018-04-13";"748";"p60cm";"S12";0,853
"2018-04-13";"748";"p80cm";"S12";0,737
"2018-04-13";"748";"p100cm";"S12";0,648
"2018-04-20";"747";"p20cm";"S12";0,798
"2018-04-20";"747";"p40cm";"S12";1,001
"2018-04-20";"747";"p60cm";"S12";0,886
"2018-04-20";"747";"p80cm";"S12";0,689
"2018-04-20";"747";"p100cm";"S12";0,652
"2018-05-02";"744";"p20cm";"S12";0,841
"2018-05-02";"744";"p40cm";"S12";1,052
"2018-05-02";"744";"p60cm";"S12";0,868
"2018-05-02";"744";"p80cm";"S12";0,743
"2018-05-02";"744";"p100cm";"S12";0,668
"2018-05-09";"747";"p20cm";"S12";0,85
"2018-05-09";"747";"p40cm";"S12";1,035
"2018-05-09";"747";"p60cm";"S12";0,866
"2018-05-09";"747";"p80cm";"S12";0,72
"2018-05-09";"747";"p100cm";"S12";0,665
